id,left,top,right,bottom,image,valid,user,origin_source_id,,
1172,0.2472,0.5545,0.7674,0.8316,cropped-images-dev/P7H0TVQLX8F_1.jpg,NULL,5,12063,NULL,NULL
1173,0.1282,0.2916,0.8333,0.873,cropped-images-dev/8WOLGZIQKSV_1.jpg,NULL,5,12064,NULL,NULL
1174,0.1227,0.3873,0.8791,0.8488,cropped-images-dev/WCT90AHJY1Z_1.jpg,NULL,5,12065,NULL,NULL
1175,0.1648,0.1645,0.8333,0.8873,cropped-images-dev/57F5CLB9HRG_1.jpg,NULL,5,12066,NULL,NULL
1176,0.1007,0.5002,0.8938,0.8673,cropped-images-dev/J8FWYJF7V1J_1.jpg,NULL,5,12067,NULL,NULL
1177,0.1245,0.4516,0.859,0.8688,cropped-images-dev/AWLEW65VGPD_1.jpg,NULL,5,12068,NULL,NULL
1178,0.1081,0.1288,0.8883,0.8488,cropped-images-dev/EBXU3RLS6MA_1.jpg,NULL,5,12069,NULL,NULL
1179,0.1337,0.133,0.8993,0.8759,cropped-images-dev/CD6J7HP3PBC_1.jpg,NULL,5,12070,NULL,NULL
1180,0.2546,0.5316,0.7418,0.8473,cropped-images-dev/DOB9EP1ZA1E_1.jpg,NULL,5,12071,NULL,NULL
1181,0.1996,0.5688,0.793,0.8516,cropped-images-dev/AD6KSPZ60NJ_1.jpg,NULL,5,12072,NULL,NULL
1182,0.0806,0.0073,0.8626,0.8802,cropped-images-dev/WVWT12IRIHB_1.jpg,NULL,5,12073,NULL,NULL
1183,0.0751,0.4345,0.8993,0.8616,cropped-images-dev/OAP1KE9386O_1.jpg,NULL,5,12074,NULL,NULL
1184,0.1905,0.5402,0.793,0.8659,cropped-images-dev/GUB7RDLTYGN_1.jpg,NULL,5,12075,NULL,NULL
1185,0.1648,0.4973,0.8223,0.8359,cropped-images-dev/FVJYOK5Q9VX_1.jpg,NULL,5,12076,NULL,NULL
1186,0.2051,0.5845,0.7894,0.8459,cropped-images-dev/71VCM7H800V_1.jpg,NULL,5,12077,NULL,NULL
1187,0.196,0.573,0.8114,0.8745,cropped-images-dev/H38X6M00BPV_1.jpg,NULL,5,12078,NULL,NULL
1188,0.1319,0.1816,0.8846,0.8702,cropped-images-dev/9GJNN9R84EX_1.jpg,NULL,5,12079,NULL,NULL
1189,0.1703,0.4816,0.8095,0.8588,cropped-images-dev/0RU6JMHX2BG_1.jpg,NULL,5,12080,NULL,NULL
1190,0.1136,0.133,0.8846,0.8688,cropped-images-dev/FGQDNGD7D2O_1.jpg,NULL,5,12081,NULL,NULL
1191,0.1465,0.1188,0.848,0.8659,cropped-images-dev/OE9RYBIK7BR_1.jpg,NULL,5,12082,NULL,NULL
1192,0.1209,0.3645,0.8718,0.8659,cropped-images-dev/WUQNDGOSMQT_1.jpg,NULL,5,12083,NULL,NULL
1193,0.0989,0.4588,0.8535,0.8645,cropped-images-dev/3LBE6NG9ULA_1.jpg,NULL,5,12084,NULL,NULL
1194,0.1355,0.3716,0.8553,0.8588,cropped-images-dev/EK4SLE7GH2M_1.jpg,NULL,5,12085,NULL,NULL
1195,0.1007,0.3402,0.8663,0.8759,cropped-images-dev/DJD8GVXSRJT_1.jpg,NULL,5,12086,NULL,NULL
1196,0.1081,0.3659,0.8443,0.8716,cropped-images-dev/4O27Q1WMEGM_1.jpg,NULL,5,12087,NULL,NULL
1197,0.1337,0.2002,0.8974,0.883,cropped-images-dev/U4ROIPGA5HA_1.jpg,NULL,5,12088,NULL,NULL
1198,0.2546,0.5545,0.7253,0.8602,cropped-images-dev/UKFH73FHW3X_1.jpg,NULL,5,12089,NULL,NULL
1199,0.2161,0.5802,0.7894,0.843,cropped-images-dev/Y3DT1QAPNSY_1.jpg,NULL,5,12090,NULL,NULL
1200,0.1081,0.1388,0.8571,0.8702,cropped-images-dev/WX28ARAAZNB_1.jpg,NULL,5,12091,NULL,NULL
1201,0.1136,0.4702,0.8681,0.8716,cropped-images-dev/ZK3CVA5BZAE_1.jpg,NULL,5,12092,NULL,NULL
1202,0.2784,0.5373,0.7381,0.8459,cropped-images-dev/VO7BUWIW0MR_1.jpg,NULL,5,12093,NULL,NULL
1203,0.2381,0.5373,0.7253,0.8359,cropped-images-dev/T7NKHE1V7IY_1.jpg,NULL,5,12094,NULL,NULL
1204,0.1374,0.013,0.8315,0.8402,cropped-images-dev/4HZGD3MGWOQ_1.jpg,NULL,5,12095,NULL,NULL
1205,0.1941,0.4316,0.8205,0.8516,cropped-images-dev/CT8P5FIV2ZQ_1.jpg,NULL,5,12096,NULL,NULL
1206,0.1355,0.1245,0.8388,0.8602,cropped-images-dev/GTJOUJW0I1K_1.jpg,NULL,5,12097,NULL,NULL
1207,0.1172,0.143,0.8535,0.8616,cropped-images-dev/UVJ8D5GP3OK_1.jpg,NULL,5,12098,NULL,NULL
1208,0.1099,0.2788,0.8425,0.8845,cropped-images-dev/0H7702ILMMH_1.jpg,NULL,5,12099,NULL,NULL
1209,0.1575,0.5173,0.7857,0.8473,cropped-images-dev/H4LIFND42BM_1.jpg,NULL,5,12100,NULL,NULL
1210,0.119,0.4573,0.8846,0.883,cropped-images-dev/7VLX6GQOSNC_1.jpg,NULL,5,12101,NULL,NULL
1211,0.0934,0.0116,0.8938,0.8802,cropped-images-dev/YBCJMA14U9E_1.jpg,NULL,5,12102,NULL,NULL
1212,0.1026,0.4116,0.8974,0.8559,cropped-images-dev/PZ07SINP10C_1.jpg,NULL,5,12103,NULL,NULL
1213,0.1685,0.5488,0.8114,0.8673,cropped-images-dev/W3DHUMLYHOZ_1.jpg,NULL,5,12104,NULL,NULL
1214,0.1245,0.3902,0.8498,0.873,cropped-images-dev/2L17X1FYAGV_1.jpg,NULL,5,12105,NULL,NULL
1215,0.0952,0.2745,0.8297,0.8588,cropped-images-dev/UAI65Y7LXYK_1.jpg,NULL,5,12106,NULL,NULL
1216,0.1337,0.4359,0.8846,0.8716,cropped-images-dev/U63ONHJ0QRH_1.jpg,NULL,5,12107,NULL,NULL
1217,0.1429,0.3359,0.9011,0.8673,cropped-images-dev/CMUPP7X40QY_1.jpg,NULL,5,12108,NULL,NULL
1218,0.0842,0.233,0.8846,0.8802,cropped-images-dev/UNNI3GF5XHP_1.jpg,NULL,5,12109,NULL,NULL
1219,0.1209,0.5302,0.7967,0.8459,cropped-images-dev/F0T064A2SNO_1.jpg,NULL,5,12110,NULL,NULL
1220,0.185,0.5359,0.8077,0.8559,cropped-images-dev/CYDRBEGYFAR_1.jpg,NULL,5,12111,NULL,NULL
1221,0.1135,0.2231,0.8461,0.8645,cropped-images-dev/U6CKXPWTZRA_2.jpg,NULL,5,12112,NULL,NULL
1222,0.1081,0.283,0.8773,0.8359,cropped-images-dev/MOJGGF7X99N_1.jpg,NULL,5,12113,NULL,NULL
1223,0.1392,0.5959,0.8498,0.8916,cropped-images-dev/G9TPEYFFDAR_1.jpg,NULL,5,12114,NULL,NULL
1224,0.1062,0.2459,0.8828,0.8673,cropped-images-dev/J0OT2HLTYSN_1.jpg,NULL,5,12115,NULL,NULL
1225,0.0916,0.5245,0.8993,0.8745,cropped-images-dev/ZUYFA0PGPLL_1.jpg,NULL,5,12116,NULL,NULL
1226,0.1978,0.573,0.8114,0.863,cropped-images-dev/5Y0E23D1WPJ_1.jpg,NULL,5,12117,NULL,NULL
1227,0.1484,0.4873,0.8388,0.8702,cropped-images-dev/ME7ENQH0YMK_1.jpg,NULL,5,12118,NULL,NULL
1228,0.0842,0.3545,0.8993,0.8645,cropped-images-dev/SUPM6109NQK_1.jpg,NULL,5,12119,NULL,NULL
1229,0.1777,0.1259,0.8095,0.893,cropped-images-dev/APD9WBZ4FXJ_1.jpg,NULL,5,12120,NULL,NULL
1230,0.1777,0.1345,0.8315,0.8573,cropped-images-dev/W75C5GGV9DU_1.jpg,NULL,5,12121,NULL,NULL
1231,0.13,0.4816,0.848,0.8816,cropped-images-dev/UFUAEVKFG5L_1.jpg,NULL,5,12122,NULL,NULL
1232,0.1044,0.5073,0.9066,0.8602,cropped-images-dev/YJ3984704OJ_1.jpg,NULL,5,12123,NULL,NULL
1233,0.1502,0.5302,0.8114,0.8473,cropped-images-dev/9NRDXNDBPNK_1.jpg,NULL,5,12124,NULL,NULL
1234,0.1502,0.4888,0.8443,0.8773,cropped-images-dev/IT84KWXZ8KX_1.jpg,NULL,5,12125,NULL,NULL
1235,0.1172,0.3288,0.8846,0.8816,cropped-images-dev/39W8L2Y21ZR_1.jpg,NULL,5,12126,NULL,NULL
1236,0.2601,0.213,0.7015,0.8773,cropped-images-dev/OF32CVVF5SC_1.jpg,NULL,5,12127,NULL,NULL
1237,0.1172,0.4402,0.848,0.8816,cropped-images-dev/CW4WTUCZ7QH_1.jpg,NULL,5,12128,NULL,NULL
1238,0.2015,0.5845,0.8095,0.8573,cropped-images-dev/CJ64QX6JH2A_1.jpg,NULL,5,12129,NULL,NULL
1239,0.2491,0.1202,0.7692,0.893,cropped-images-dev/37IB7BRLLAN_1.jpg,NULL,5,12130,NULL,NULL
1240,0.1923,0.5088,0.8278,0.8745,cropped-images-dev/LBAH9DR2M4Z_1.jpg,NULL,5,12131,NULL,NULL
1241,0.1429,0.3245,0.8553,0.863,cropped-images-dev/YF2KLQCDCJM_1.jpg,NULL,5,12132,NULL,NULL
1242,0.1374,0.2316,0.8828,0.8845,cropped-images-dev/N5MTTHZ11YQ_1.jpg,NULL,5,12133,NULL,NULL
1243,0.0916,0.2745,0.8663,0.833,cropped-images-dev/G5HPX4YBUDK_1.jpg,NULL,5,12134,NULL,NULL
1244,0.1429,0.4359,0.8443,0.873,cropped-images-dev/8QUSX0QFB1O_1.jpg,NULL,5,12135,NULL,NULL
1245,0.0971,0.4873,0.8571,0.8402,cropped-images-dev/D7JLWT83O3C_1.jpg,NULL,5,12136,NULL,NULL
1246,0.0769,0.3116,0.8956,0.8673,cropped-images-dev/L56DS1UOP1R_1.jpg,NULL,5,12137,NULL,NULL
1247,0.1429,0.3445,0.8315,0.8673,cropped-images-dev/0YUZXPC57BF_1.jpg,NULL,5,12138,NULL,NULL
1248,0.207,0.1302,0.7912,0.8773,cropped-images-dev/PSA4CXG8B4Q_1.jpg,NULL,5,12139,NULL,NULL
1249,0.2509,0.5573,0.7271,0.8659,cropped-images-dev/XYO7WSWTQMN_1.jpg,NULL,5,12140,NULL,NULL
1250,0.0897,0.1573,0.881,0.8688,cropped-images-dev/0PKD3IU3UAJ_1.jpg,NULL,5,12141,NULL,NULL
1251,0.1886,0.513,0.7857,0.8573,cropped-images-dev/Z00WM2QOSQW_1.jpg,NULL,5,12142,NULL,NULL
1252,0.0879,0.4816,0.8553,0.863,cropped-images-dev/4I23QTHX8VV_1.jpg,NULL,5,12143,NULL,NULL
1253,0.1264,0.3873,0.848,0.873,cropped-images-dev/HIRJJGF9JCP_1.jpg,NULL,5,12145,NULL,NULL
1254,0.1117,0.2188,0.8846,0.8788,cropped-images-dev/Y912MQMSFBX_1.jpg,NULL,5,12146,NULL,NULL
1255,0.0549,0.3016,0.8828,0.8916,cropped-images-dev/QXC3TFUR1CA_1.jpg,NULL,5,12147,NULL,NULL
1256,0.1355,0.333,0.837,0.883,cropped-images-dev/GWDI20KZA5X_1.jpg,NULL,5,12148,NULL,NULL
1257,0.152,0.4859,0.8681,0.8816,cropped-images-dev/U46N3YH764S_1.jpg,NULL,5,12149,NULL,NULL
1258,0.1923,0.5288,0.7766,0.8616,cropped-images-dev/PZYBZMXO7MK_1.jpg,NULL,5,12150,NULL,NULL
1259,0.1978,0.3616,0.7692,0.8702,cropped-images-dev/8BJB9ZRJJDL_1.jpg,NULL,5,12151,NULL,NULL
1260,0.1099,0.2945,0.8883,0.8816,cropped-images-dev/6ICO98XR6PC_1.jpg,NULL,5,12152,NULL,NULL
1261,0.0806,0.4845,0.8516,0.893,cropped-images-dev/EF89RMNURCV_1.jpg,NULL,5,12153,NULL,NULL
1262,0.0934,0.1802,0.8608,0.8802,cropped-images-dev/DUH9P755FFP_1.jpg,NULL,5,12154,NULL,NULL
1263,0.1722,0.3845,0.8993,0.8788,cropped-images-dev/BWBU1FZYBXO_1.jpg,NULL,5,12155,NULL,NULL
1264,0.1996,0.0116,0.7747,0.8759,cropped-images-dev/VU9LY3NITZI_1.jpg,NULL,5,12156,NULL,NULL
1265,0.2308,0.5688,0.7344,0.8645,cropped-images-dev/V08K4QO7JCS_1.jpg,NULL,5,12157,NULL,NULL
1266,0.0696,0.4416,0.8297,0.8659,cropped-images-dev/T5FIW5LXYCY_1.jpg,NULL,5,12158,NULL,NULL
1267,0.0897,0.3259,0.8773,0.8745,cropped-images-dev/5FB9X4MU5TN_1.jpg,NULL,5,12159,NULL,NULL
1268,0.2363,0.3788,0.7344,0.8602,cropped-images-dev/RC5K6ZAHU8Y_1.jpg,NULL,5,12160,NULL,NULL
1269,0.152,0.0088,0.8681,0.873,cropped-images-dev/Q7MBGW7XOOP_1.jpg,NULL,5,12161,NULL,NULL
1270,0.1227,0.4488,0.859,0.8745,cropped-images-dev/XX6HJ5DZMDM_1.jpg,NULL,5,12162,NULL,NULL
1271,0.141,0.4488,0.8352,0.893,cropped-images-dev/RJD8JUY3TMR_1.jpg,NULL,5,12163,NULL,NULL
1272,0.1886,0.5373,0.7912,0.8916,cropped-images-dev/IXIEMX2FAOW_1.jpg,NULL,5,12164,NULL,NULL
1273,0.1081,0.393,0.8407,0.8659,cropped-images-dev/RAU65S8XL4D_1.jpg,NULL,5,12165,NULL,NULL
1274,0.0934,0.2745,0.8938,0.8573,cropped-images-dev/U722GR9T6VM_1.jpg,NULL,5,12166,NULL,NULL
1275,0.1227,0.1388,0.8663,0.8716,cropped-images-dev/RPV2RCQ71GV_1.jpg,NULL,5,12167,NULL,NULL
1276,0.1136,0.423,0.8919,0.8902,cropped-images-dev/9SJ6NDC106V_1.jpg,NULL,5,12168,NULL,NULL
1277,0.2271,0.573,0.7711,0.8445,cropped-images-dev/1LORIV3RUJK_1.jpg,NULL,5,12169,NULL,NULL
1278,0.1923,0.5759,0.8004,0.863,cropped-images-dev/5X30B51RORM_1.jpg,NULL,5,12170,NULL,NULL
1279,0.1447,0.3873,0.8407,0.883,cropped-images-dev/1WILBKDSTKN_1.jpg,NULL,5,12171,NULL,NULL
1280,0.1722,0.5873,0.8297,0.8616,cropped-images-dev/KUBKPWUG9AB_1.jpg,NULL,5,12172,NULL,NULL
1281,0.2399,0.0002,0.7161,0.873,cropped-images-dev/8Z3XZBZV4UX_1.jpg,NULL,5,12173,NULL,NULL
1282,0.1282,0.2102,0.848,0.8588,cropped-images-dev/HCNK845U84L_1.jpg,NULL,5,12174,NULL,NULL
1283,0.174,0.1845,0.8443,0.8659,cropped-images-dev/DHRVWVRZVIY_1.jpg,NULL,5,12175,NULL,NULL
1284,0.2326,0.5645,0.7491,0.8816,cropped-images-dev/TLLW0GSYV0L_1.jpg,NULL,5,12176,NULL,NULL
1285,0.1337,0.1773,0.8901,0.8659,cropped-images-dev/SK360O6BZ7Z_1.jpg,NULL,5,12177,NULL,NULL
1286,0.2088,0.2245,0.804,0.873,cropped-images-dev/J9LXLENRGOV_1.jpg,NULL,5,12178,NULL,NULL
1287,0.152,0.3702,0.8516,0.8559,cropped-images-dev/VWICBBT7H7E_1.jpg,NULL,5,12179,NULL,NULL
1288,0.1245,0.1316,0.848,0.9045,cropped-images-dev/ABSE8AFB2AP_1.jpg,NULL,5,12180,NULL,NULL
1289,0.2271,0.5388,0.7234,0.8588,cropped-images-dev/CMIFKBWDJTC_1.jpg,NULL,5,12181,NULL,NULL
1290,0.1245,0.4688,0.8608,0.8702,cropped-images-dev/QFH9FWAF5JH_1.jpg,NULL,5,12182,NULL,NULL
1291,0.1337,0.5973,0.8278,0.8588,cropped-images-dev/KFFV52RKQOH_1.jpg,NULL,5,12183,NULL,NULL
1292,0.1081,0.2873,0.8626,0.8902,cropped-images-dev/PNSY24Q63JA_1.jpg,NULL,5,12184,NULL,NULL
1293,0.1429,0.3145,0.8223,0.863,cropped-images-dev/W0GSKYVB2MY_1.jpg,NULL,5,12185,NULL,NULL
1294,0.1557,0.263,0.8846,0.913,cropped-images-dev/NUUPS6DW7MU_1.jpg,NULL,5,12186,NULL,NULL
1295,0.1612,0.413,0.8663,0.8773,cropped-images-dev/AVTBYXSSGPV_1.jpg,NULL,5,12187,NULL,NULL
1296,0.1044,0.243,0.8864,0.8916,cropped-images-dev/QOBEY18F37D_1.jpg,NULL,5,12188,NULL,NULL
1297,0.1941,0.5102,0.8114,0.8702,cropped-images-dev/66D24I9D88U_1.jpg,NULL,5,12189,NULL,NULL
1298,0.2143,0.5288,0.8114,0.8488,cropped-images-dev/DINQABURXXQ_1.jpg,NULL,5,12190,NULL,NULL
1299,0.2418,0.5573,0.7216,0.8702,cropped-images-dev/5SQD9NDH4XG_1.jpg,NULL,5,12191,NULL,NULL
1300,0.2729,0.5273,0.7564,0.8388,cropped-images-dev/J1OZ2KET0BC_1.jpg,NULL,5,12192,NULL,NULL
1301,0.0934,0.3516,0.8919,0.8802,cropped-images-dev/85ELMD4IL6F_1.jpg,NULL,5,12193,NULL,NULL
1302,0.152,0.1345,0.8443,0.8688,cropped-images-dev/FMWJREFU6VQ_1.jpg,NULL,5,12194,NULL,NULL
1303,0.1282,0.5873,0.8425,0.883,cropped-images-dev/JVE4YA7PGDO_1.jpg,NULL,5,12195,NULL,NULL
1304,0.2033,0.1302,0.8004,0.8688,cropped-images-dev/ICZM0T3PNMU_1.jpg,NULL,5,12196,NULL,NULL
1305,0.1026,0.013,0.8535,0.8602,cropped-images-dev/TTRIOCYJH7H_1.jpg,NULL,5,12197,NULL,NULL
1306,0.196,0.4645,0.8022,0.8573,cropped-images-dev/5958XNR3BDL_1.jpg,NULL,5,12198,NULL,NULL
1307,0.0934,0.4416,0.8993,0.8659,cropped-images-dev/XIM38DU4IZG_1.jpg,NULL,5,12199,NULL,NULL
1308,0.0733,0.3488,0.9487,0.8859,cropped-images-dev/6RX0KR6C9PP_1.jpg,NULL,5,12200,NULL,NULL
1309,0.1007,0.4559,0.8681,0.8873,cropped-images-dev/KR8S05NS5AT_1.jpg,NULL,5,12201,NULL,NULL
1310,0.1227,0.3173,0.8553,0.8802,cropped-images-dev/ILIRQ9J1VSO_1.jpg,NULL,5,12202,NULL,NULL
1311,0.2289,0.0102,0.7363,0.8773,cropped-images-dev/RJDUNOWL7RO_1.jpg,NULL,5,12203,NULL,NULL
1312,0.119,0.4016,0.8993,0.8673,cropped-images-dev/9VWD939S9SU_1.jpg,NULL,5,12204,NULL,NULL
1313,0.0842,0.503,0.8553,0.8645,cropped-images-dev/K2EZELSMBNN_1.jpg,NULL,5,12205,NULL,NULL
1314,0.1117,0.4816,0.859,0.8559,cropped-images-dev/UZ8XUBTXJQT_1.jpg,NULL,5,12206,NULL,NULL
1315,0.1758,0.5273,0.7491,0.8359,cropped-images-dev/TBFYNK02UKI_1.jpg,NULL,5,12207,NULL,NULL
1316,0.2124,0.5616,0.7399,0.8773,cropped-images-dev/7L8XE8VOZOW_1.jpg,NULL,5,12208,NULL,NULL
1317,0.1264,0.2888,0.8553,0.8588,cropped-images-dev/GWF11K9OKWA_1.jpg,NULL,5,12209,NULL,NULL
1318,0.1685,0.4502,0.8297,0.8859,cropped-images-dev/MDQ28Z8D0BR_1.jpg,NULL,5,12210,NULL,NULL
1319,0.0934,0.2988,0.9286,0.8888,cropped-images-dev/TL8AQQQAU9V_1.jpg,NULL,5,12211,NULL,NULL
1320,0.1502,0.4559,0.8297,0.8816,cropped-images-dev/S6AAKSPBSNJ_1.jpg,NULL,5,12212,NULL,NULL
1321,0.0604,0.4345,0.8681,0.8973,cropped-images-dev/6QTNGZRFLDO_1.jpg,NULL,5,12213,NULL,NULL
1322,0.1575,0.5116,0.8425,0.8902,cropped-images-dev/CWZWI5TRHGG_1.jpg,NULL,5,12214,NULL,NULL
1323,0.1026,0.1102,0.8974,0.8773,cropped-images-dev/UVRNBYLFC8A_1.jpg,NULL,5,12215,NULL,NULL
1324,0.1227,0.3545,0.8883,0.8702,cropped-images-dev/HM82BG5XU7R_1.jpg,NULL,5,12216,NULL,NULL
1325,0.1374,0.413,0.859,0.8702,cropped-images-dev/2P3V4MBQKDG_1.jpg,NULL,5,12217,NULL,NULL
1326,0.1758,0.5459,0.7967,0.8473,cropped-images-dev/O9NUIYVTTKJ_1.jpg,NULL,5,12218,NULL,NULL
1327,0.1941,0.5616,0.793,0.8588,cropped-images-dev/CDZ2A6ZNNCL_1.jpg,NULL,5,12219,NULL,NULL
1328,0.1245,0.4045,0.8571,0.8788,cropped-images-dev/HDZFEUUMZ7P_1.jpg,NULL,5,12220,NULL,NULL
1329,0.196,0.5359,0.782,0.8602,cropped-images-dev/G7BVKM5O3CA_1.jpg,NULL,5,12221,NULL,NULL
1330,0.1172,0.0102,0.8645,0.8602,cropped-images-dev/17MBIOJMJ6Z_1.jpg,NULL,5,12222,NULL,NULL
1331,0.1374,0.3916,0.837,0.8659,cropped-images-dev/G0N9OHY67QP_1.jpg,NULL,5,12223,NULL,NULL
1332,0.0897,0.1816,0.8462,0.8945,cropped-images-dev/PZCHH2NXVZG_1.jpg,NULL,5,12224,NULL,NULL
1333,0.2344,0.5416,0.7326,0.8445,cropped-images-dev/XFE6VEOJSBD_1.jpg,NULL,5,12225,NULL,NULL
1334,0.1264,0.4688,0.8407,0.8602,cropped-images-dev/O4INE2DXD1Q_1.jpg,NULL,5,12226,NULL,NULL
1335,0.1245,0.4188,0.8791,0.8559,cropped-images-dev/BAVGIV2OAYG_1.jpg,NULL,5,12227,NULL,NULL
1336,0.1685,0.5573,0.7967,0.8516,cropped-images-dev/D7OP1JQVDBV_1.jpg,NULL,5,12228,NULL,NULL
1337,0.1813,0.5588,0.7949,0.863,cropped-images-dev/NW2PLVNILZI_1.jpg,NULL,5,12229,NULL,NULL
1338,0.1429,0.1616,0.8553,0.8688,cropped-images-dev/L75NLC5B3AY_1.jpg,NULL,5,12230,NULL,NULL
1339,0.1502,0.4902,0.8571,0.8645,cropped-images-dev/OLPD2WW10ML_1.jpg,NULL,5,12231,NULL,NULL
1340,0.1117,0.2902,0.8846,0.8545,cropped-images-dev/HS7RGYB3GDA_1.jpg,NULL,5,12232,NULL,NULL
1341,0.174,0.5845,0.8388,0.863,cropped-images-dev/XNO1QWHWAWT_1.jpg,NULL,5,12233,NULL,NULL
1342,0.1154,0.5045,0.8425,0.8859,cropped-images-dev/M41JVVOTPRO_1.jpg,NULL,5,12234,NULL,NULL
1343,0.1117,0.303,0.859,0.8602,cropped-images-dev/FRIMO1C3NHF_1.jpg,NULL,5,12235,NULL,NULL
1344,0.1355,0.2345,0.8315,0.8745,cropped-images-dev/J55ELAND2UY_1.jpg,NULL,5,12236,NULL,NULL
1345,0.2399,0.5659,0.8205,0.8402,cropped-images-dev/M9HUP4DG2YL_1.jpg,NULL,5,12237,NULL,NULL
1346,0.1502,0.4159,0.8443,0.8359,cropped-images-dev/QW4B0TAQP3K_1.jpg,NULL,5,12238,NULL,NULL
1347,0.1795,0.3688,0.8315,0.8488,cropped-images-dev/3FFHTPJLEPN_1.jpg,NULL,5,12239,NULL,NULL
1348,0.1099,0.4416,0.848,0.8588,cropped-images-dev/CTT5O8MZM0C_1.jpg,NULL,5,12240,NULL,NULL
1349,0.1795,0.5045,0.7491,0.863,cropped-images-dev/8UZAESVOHHU_1.jpg,NULL,5,12241,NULL,NULL
1350,0.0934,0.1745,0.8626,0.8702,cropped-images-dev/WS7KW675CNI_1.jpg,NULL,5,12242,NULL,NULL
1351,0.218,0.1173,0.7656,0.8673,cropped-images-dev/4XGJ1749X0X_1.jpg,NULL,5,12243,NULL,NULL
1352,0.1154,0.203,0.8443,0.893,cropped-images-dev/8YPLYTP4BWG_1.jpg,NULL,5,12244,NULL,NULL
1353,0.1996,0.5088,0.7601,0.853,cropped-images-dev/A1X3IKUS1EF_1.jpg,NULL,5,12245,NULL,NULL
1354,0.1081,0.3188,0.8755,0.893,cropped-images-dev/D9EP9AC4PDX_1.jpg,NULL,5,12246,NULL,NULL
1355,0.1758,0.5988,0.7674,0.8688,cropped-images-dev/AM9KK3XHP3E_1.jpg,NULL,5,12247,NULL,NULL
1356,0.1044,0.3202,0.8864,0.8888,cropped-images-dev/1FG9MZQQYYH_1.jpg,NULL,5,12248,NULL,NULL
1357,0.1099,0.4402,0.8864,0.913,cropped-images-dev/J7W4UB63DWP_1.jpg,NULL,5,12249,NULL,NULL
1358,0.1392,0.5916,0.8242,0.8688,cropped-images-dev/7A4O6LW0EPC_1.jpg,NULL,5,12250,NULL,NULL
1359,0.1227,0.4202,0.87,0.8716,cropped-images-dev/1PKXJREUVON_1.jpg,NULL,5,12251,NULL,NULL
1360,0.2216,0.0045,0.7234,0.8516,cropped-images-dev/5CRCR3E3SUS_1.jpg,NULL,5,12252,NULL,NULL
1361,0.1282,0.3602,0.8773,0.8416,cropped-images-dev/6WNGR4350VV_1.jpg,NULL,5,12253,NULL,NULL
1362,0.1502,0.0116,0.826,0.8559,cropped-images-dev/FCHS6DQJG8H_1.jpg,NULL,5,12254,NULL,NULL
1363,0.1392,0.4445,0.8571,0.8759,cropped-images-dev/6CCED0NRJ5N_1.jpg,NULL,5,12255,NULL,NULL
1364,0.1703,0.4859,0.8187,0.8659,cropped-images-dev/EVU22O8Q1BF_1.jpg,NULL,5,12256,NULL,NULL
1365,0.141,0.4245,0.7985,0.863,cropped-images-dev/9V514R4IB1S_1.jpg,NULL,5,12257,NULL,NULL
1366,0.0989,0.5545,0.9359,0.8588,cropped-images-dev/YSJBT5AK7PW_1.jpg,NULL,5,12258,NULL,NULL
1367,0.0952,0.5073,0.8993,0.873,cropped-images-dev/XYDYUFY3LCE_1.jpg,NULL,5,12259,NULL,NULL
1368,0.0971,0.1345,0.8645,0.8516,cropped-images-dev/RA0ZAIBP8FK_1.jpg,NULL,5,12260,NULL,NULL
1369,0.1081,0.2873,0.8462,0.8688,cropped-images-dev/VA0AHN4T7TK_1.jpg,NULL,5,12261,NULL,NULL
1370,0.2747,0.5888,0.7088,0.863,cropped-images-dev/MP2V43A6VRW_1.jpg,NULL,5,12262,NULL,NULL
1371,0.1538,0.473,0.8846,0.8702,cropped-images-dev/43YUREV5H1G_1.jpg,NULL,5,12263,NULL,NULL
1372,0.0879,0.573,0.8168,0.8673,cropped-images-dev/LWCUWX9CDOX_1.jpg,NULL,5,12264,NULL,NULL
1373,0.0971,0.1373,0.8773,0.8873,cropped-images-dev/CFVBLZ2EOPR_1.jpg,NULL,5,12265,NULL,NULL
1374,0.1319,0.4459,0.8443,0.8702,cropped-images-dev/3RSPR04MIAE_1.jpg,NULL,5,12266,NULL,NULL
1375,0.1227,0.3959,0.8846,0.8773,cropped-images-dev/QO5JDWAJ0UU_1.jpg,NULL,5,12267,NULL,NULL
1376,0.1117,0.4916,0.8626,0.8559,cropped-images-dev/X8C5YW8IKYA_1.jpg,NULL,5,12268,NULL,NULL
1377,0.0568,0.5173,0.9029,0.8602,cropped-images-dev/SRFJ1NCD4FR_1.jpg,NULL,5,12269,NULL,NULL
1378,0.0604,0.3245,0.9084,0.8659,cropped-images-dev/N18UK9Z97EQ_2.jpg,NULL,5,12270,NULL,NULL
1379,0.1117,0.3773,0.87,0.8473,cropped-images-dev/VBFZVCHB3WH_1.jpg,NULL,5,12271,NULL,NULL
1380,0.2454,0.5273,0.7656,0.8516,cropped-images-dev/NP7OMJ2TO0G_1.jpg,NULL,5,12272,NULL,NULL
1381,0.2894,0.3759,0.7198,0.8473,cropped-images-dev/9ORRIUY46IL_1.jpg,NULL,5,12273,NULL,NULL
1382,0.2546,0.1102,0.7418,0.9002,cropped-images-dev/JRXWLYK7J0U_1.jpg,NULL,5,12274,NULL,NULL
